Level,Date and Time,Source,Event ID,Task Category,
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Warning,24-09-2024 20:00,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_9A03&SUBSYS_87FE103C&REV_01\3&11583659&2&20.
Information,24-09-2024 20:00,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Power,125,-86,"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 372K             
_TC1 = 1             
_TC2 = 5             
_TSP = 1000ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 392K             
_HOT = 373K             
minimum throttle = 0             
_CR3 = 0K"
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'UCPD' (10.0, ‎1985‎-‎02‎-‎14T05:16:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'mfesec' (10.0, ‎2024‎-‎08‎-‎01T21:24:58.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,24-09-2024 20:00,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-General,20,-6,"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x0.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,238,-101,EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2024‎-‎09‎-‎24T20:00:55.000000000Z.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,20,-31,The last shutdown's success status was true. The last boot's success status was true.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Boot,153,-62,Virtualization-based security (policies: 0) is disabled.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-General,12,-1,The operating system started at system time ‎2024‎-‎09‎-‎24T14:30:56.500000000Z.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-General,13,-2,The operating system is shutting down at system time ‎2024‎-‎09‎-‎24T14:30:50.304071600Z.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Power,577,-280,The system has prepared for a system initiated reboot from Active.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-Power,109,-103,"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information,24-09-2024 20:00,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Information,24-09-2024 20:01,EventLog,6013,None,The system uptime is 7 seconds.
Information,24-09-2024 20:01,EventLog,6005,None,The Event log service was started.
Information,24-09-2024 20:01,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22631  Multiprocessor Free.
Information,24-09-2024 20:00,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,24-09-2024 20:00,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,24-09-2024 20:00,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,24-09-2024 20:00,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,24-09-2024 20:00,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,24-09-2024 20:00,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,24-09-2024 20:00,EventLog,6006,None,The Event log service was stopped.
Information,24-09-2024 20:00,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Error,24-09-2024 20:00,Microsoft-Windows-DistributedCOM,10010,None,The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error,24-09-2024 20:00,Microsoft-Windows-DistributedCOM,10010,None,The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error,24-09-2024 20:00,Microsoft-Windows-DistributedCOM,10010,None,The server SpotifyAB.SpotifyMusic_1.247.364.0_x64__zpdnekdrzrea0!Spotify.AppXvn5p9eyms09dy88c7h15w1ct4rge24cn.mca did not register with DCOM within the required timeout.
Information,24-09-2024 20:00,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Error,24-09-2024 20:00,Microsoft-Windows-DistributedCOM,10010,None,The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error,24-09-2024 20:00,Microsoft-Windows-DistributedCOM,10010,None,The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Information,24-09-2024 20:00,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 20:00,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 20:00,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:58,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:58,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:58,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:58,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,24-09-2024 19:58,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,24-09-2024 19:57,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:57,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:57,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:57,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,24-09-2024 19:57,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,24-09-2024 19:57,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,24-09-2024 19:57,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,24-09-2024 19:57,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2024‎-‎09‎-‎24T14:27:15.261157500Z
Wake Time: ‎2024‎-‎09‎-‎24T14:27:32.004431300Z

Wake Source: Unknown"
Information,24-09-2024 19:57,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,24-09-2024 19:57,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 9 to 11.

Reason WinRT 

BootId: 219"
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,507,-158,"The system is exiting Modern Standby 

Reason: Resume from Hibernate."
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,506,-157,"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 8 to 9.

Reason SxTransition 

BootId: 219"
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Error,24-09-2024 19:57,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {500f0524-d63b-4dac-941c-524fded2fcc7}, had event Fatal error: The miniport has failed a power transition to operational power"
Error,24-09-2024 19:57,VBoxNetLwf,12,None,The driver detected an internal driver error on \Device\VBoxNetLwf.
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-General,1,-5,"The system time has changed to ‎2024‎-‎09‎-‎24T14:27:31.500000000Z from ‎2024‎-‎09‎-‎24T14:27:19.900850700Z.
Time Delta: 11599 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2024‎-‎09‎-‎24T19:57:31.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,107,-102,The system has resumed from sleep.
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,42,-64,"The system is entering sleep.

Sleep Reason: Application API"
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 7 to 8.

Reason PolicyChange 

BootId: 219"
Information,24-09-2024 19:57,Microsoft-Windows-Kernel-Power,187,-243,User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,24-09-2024 19:57,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,24-09-2024 19:57,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Information,24-09-2024 19:56,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,24-09-2024 19:56,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Warning,24-09-2024 19:53,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name pub-ent-ince-09-t.trouter.teams.microsoft.com timed out after none of the configured DNS servers responded. Client PID 15308.
Information,24-09-2024 19:51,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:51,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:51,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,24-09-2024 19:51,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,24-09-2024 19:51,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,24-09-2024 19:50,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,24-09-2024 19:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,24-09-2024 19:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 14 keys and creating 2 modified pages.
Information,24-09-2024 19:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 10 keys and creating 1 modified pages.
Information,24-09-2024 19:46,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,24-09-2024 19:29,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,24-09-2024 19:22,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,24-09-2024 19:20,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NCBCSZSJRSB-SpotifyAB.SpotifyMusic.
Information,24-09-2024 19:20,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NCBCSZSJRSB-SpotifyAB.SpotifyMusic
Information,24-09-2024 19:20,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\SpotifyAB.SpotifyMusic_1.247.364.0_x64__zpdnekdrzrea0\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,24-09-2024 19:14,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ3Q2-Microsoft.BingWeather
Information,24-09-2024 19:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,24-09-2024 19:14,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ3Q2-Microsoft.BingWeather
Information,24-09-2024 19:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.BingWeather_4.53.62621.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,24-09-2024 19:14,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB
Information,24-09-2024 19:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,24-09-2024 19:14,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB
Information,24-09-2024 19:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_18.2409.1102.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,24-09-2024 19:14,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{564E37B1-D0D5-40EF-973A-12DDAA34054B} was reorganized with a starting size of 157921280 bytes and an ending size of 148246528 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{F61849D4-9C72-46E2-AABD-129577997774} was cleared updating 912 keys and creating 185 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{EB07105F-9CA7-4AFD-98E2-14150DC04C44} was reorganized with a starting size of 11792384 bytes and an ending size of 10682368 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{81D17D57-D6B8-4632-A786-83566852C628} was cleared updating 70304 keys and creating 8501 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{7578333F-B521-484B-84C7-00D75A9F391D} was cleared updating 71 keys and creating 4 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{45DB92E0-E7DD-463C-BB35-3308DF66A2F3} was cleared updating 53 keys and creating 7 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{E1820688-3650-4FB2-BAEA-FC10D9FCD0E7} was reorganized with a starting size of 29749248 bytes and an ending size of 29712384 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\DRIVERS (TM: {afae53d9-7a42-11ef-a727-5cfb3a2f79f0}, RM: {afae53d8-7a42-11ef-a727-5cfb3a2f79f0}) finished with result=0xC00000A2 (Internal code=7)."
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\DRIVERS was cleared updating 31686 keys and creating 1516 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\SYSTEM (TM: {afae53d6-7a42-11ef-a727-5cfb3a2f79f0}, RM: {afae53d5-7a42-11ef-a727-5cfb3a2f79f0}) finished with result=0xC00000A2 (Internal code=7)."
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\WINDOWS\System32\config\SYSTEM was reorganized with a starting size of 29749248 bytes and an ending size of 29712384 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{E623969D-B0FA-4908-864D-F1935FEC8E2D} was reorganized with a starting size of 157921280 bytes and an ending size of 148230144 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{AE52069F-6B08-4B1D-BD0D-9EDC80DD5F4B} was cleared updating 916 keys and creating 184 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{6322D482-2B0D-4376-AE31-8BFC64D4265B} was reorganized with a starting size of 11792384 bytes and an ending size of 10682368 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{7BB5BD3C-A927-4D15-88D4-03A80B3AC3C8} was cleared updating 71 keys and creating 4 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{AA2C5915-C27E-431D-A340-EBD89CA189A7} was cleared updating 53 keys and creating 7 modified pages.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\Volume{3835c0f0-b7b0-4773-a458-09d1fca5e155}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{2EBB5108-E7EB-4B1C-90BB-5FEA3A7E0877} was reorganized with a starting size of 29749248 bytes and an ending size of 29700096 bytes.
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\WINDOWS\System32\config\DRIVERS (TM: {afae53b3-7a42-11ef-a727-5cfb3a2f79f0}, RM: {afae53b2-7a42-11ef-a727-5cfb3a2f79f0}) finished with result=0xC00000A2 (Internal code=7)."
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\WINDOWS\System32\config\SYSTEM (TM: {afae53b0-7a42-11ef-a727-5cfb3a2f79f0}, RM: {afae53af-7a42-11ef-a727-5cfb3a2f79f0}) finished with result=0xC00000A2 (Internal code=7)."
Information,24-09-2024 19:13,Microsoft-Windows-Kernel-General,15,-10,Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\WINDOWS\System32\config\SYSTEM was reorganized with a starting size of 29749248 bytes and an ending size of 29700096 bytes.
